emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
social worker ,7,IN,MORTGAGE,36400,Source Verified,10.98,NA,,NA,0,29,2006,1,17,5,150346,13417,0,1,35,0,0,1,3,4,5,0,0,3,13700,10,3,3,2,94.1,0,1,other,individual,5000,36,11.99,166.05,B,B5,Jan-2018,Current,whole,Cash,4407.83,826.92,592.17,234.75,0
manager,10,FL,MORTGAGE,91000,Source Verified,11.59,NA,,NA,0,NA,1993,7,18,8,76972,49915,0,0,NA,0,477,1,8,3,8,0,0,2,20100,10,6,2,1,100,0,0,home_improvement,individual,10000,36,7.97,313.23,A,A5,Jan-2018,Current,whole,Cash,8749.43,1557.29,1250.57,306.72,0
analyst,10,MD,MORTGAGE,160000,Verified,14.9,NA,,NA,0,NA,1996,1,13,10,485164,142325,0,0,NA,0,0,4,6,6,10,NA,0,5,12750,8,5,5,1,100,0,0,credit_card,individual,21100,36,13.58,716.86,C,C2,Mar-2018,Current,whole,Cash,19649.47,2118.74,1450.53,668.21,0
technical information specialist,2,WV,MORTGAGE,72000,Verified,37.77,NA,,NA,0,NA,1999,1,39,25,336592,121935,0,1,NA,0,0,10,8,10,25,0,0,4,23300,22,14,9,4,100,1,0,medical,individual,5000,36,15.04,173.43,C,C4,Feb-2018,Current,whole,Cash,4548.55,689.54,451.45,238.09,0
admin,4,TX,MORTGAGE,55000,Source Verified,13,NA,,NA,0,NA,1983,4,22,9,216323,27587,0,0,NA,0,0,1,5,5,9,0,0,3,63000,11,7,5,3,100,0,0,other,individual,2000,36,5.31,60.23,A,A1,Mar-2018,Current,fractional,Cash,1845.18,180.1,154.82,25.28,0
customer service representative ,10,NY,RENT,41000,Verified,13.26,NA,,NA,0,67,1999,2,10,5,10100,2781,0,0,67,0,0,0,4,1,5,0,0,2,9700,7,5,2,0,80,0,0,debt_consolidation,individual,20000,36,15.04,693.7,C,C4,Mar-2018,Current,whole,Cash,18654.17,2047.68,1345.83,701.85,0
vp-lending application manager,0,WI,MORTGAGE,105000,Source Verified,29.54,155000,Source Verified,21.42,0,NA,1988,9,25,15,444210,123980,0,0,NA,0,0,4,6,4,15,0,0,4,36200,10,6,6,6,100,0,0,debt_consolidation,joint,35000,60,10.9,759.25,B,B4,Mar-2018,Current,whole,Cash,33663.94,2256.56,1336.06,920.5,0
client service rep,10,MI,MORTGAGE,32500,Not Verified,25.07,57500,Not Verified,18.7,0,NA,1996,0,18,10,233229,7651,0,0,NA,0,0,2,2,19,10,0,0,1,9300,12,6,3,1,100,0,0,debt_consolidation,joint,10000,60,10.42,214.55,B,B3,Jan-2018,Current,whole,Cash,9350.23,1061.17,649.77,411.4,0
aircraft mechsnic,10,TX,MORTGAGE,92000,Not Verified,31.61,NA,,NA,0,NA,1997,1,39,13,224616,105939,0,0,NA,0,0,4,4,9,13,0,0,5,37600,15,8,7,3,100,0,0,debt_consolidation,individual,13500,36,10.41,438.22,B,B3,Feb-2018,Fully Paid,whole,Cash,0,13632.1678784876,13500,132.17,0
,NA,NY,OWN,90000,Verified,31.77,NA,,NA,0,NA,1971,0,27,15,175947,112789,0,0,NA,0,0,5,0,NA,15,0,0,8,74000,13,10,10,0,100,0,0,other,individual,8000,36,15.05,277.52,C,C4,Feb-2018,Current,fractional,Cash,7277.81,1103.39,722.19,381.2,0
product manager,10,MI,RENT,87000,Not Verified,19.96,NA,,NA,0,72,1997,0,18,9,108900,56226,0,0,72,0,0,2,5,19,9,0,0,2,25600,13,7,6,1,94.4,0,0,credit_card,individual,19000,36,6.72,584.24,A,A3,Feb-2018,Current,whole,Cash,17072.52,2329.87,1927.48,402.39,0
vice principal,10,CA,RENT,225000,Source Verified,16.34,NA,,NA,0,NA,1991,1,29,19,166325,129827,0,0,NA,0,0,8,6,4,19,0,0,4,16600,19,11,10,0,100,0,0,debt_consolidation,individual,35000,36,13.59,1189.26,C,C2,Feb-2018,Current,whole,Cash,31774.18,4690.98,3225.82,1465.16,0
server,6,FL,RENT,40000,Not Verified,15.18,NA,,NA,0,NA,2007,1,8,6,26664,14120,0,0,NA,0,0,1,2,10,6,0,0,4,19800,5,5,4,0,100,0,0,credit_card,individual,10000,36,6.72,307.5,A,A3,Feb-2018,Current,whole,Cash,8985.52,1226.27,1014.48,211.79,0
district manager,7,PA,MORTGAGE,150000,Source Verified,20.52,NA,,NA,0,NA,1998,5,41,15,622913,106965,0,0,NA,0,0,1,3,1,15,0,0,8,125300,25,12,8,5,100,0,0,home_improvement,individual,25000,36,10.9,817.29,B,B4,Mar-2018,Current,whole,Cash,23213.25,2436.73,1786.75,649.98,0
program analyst,10,MD,RENT,120000,Verified,37.72,NA,,NA,2,14,1977,2,29,19,198920,127958,0,0,NA,0,0,3,3,5,19,NA,0,11,76000,18,15,15,0,90,0,0,debt_consolidation,individual,2200,36,30.65,94.18,F,F4,Feb-2018,Current,whole,Cash,2042.13,369.23,157.87,211.36,0
planning manager,3,OR,RENT,72000,Source Verified,22.63,NA,,NA,0,NA,2003,0,35,14,68296,72841,0,4,NA,0,0,9,5,13,14,0,0,3,16800,5,4,4,0,100,3,1,debt_consolidation,individual,9600,36,18.06,347.36,D,D2,Feb-2018,Current,fractional,Cash,8769.98,1370.18,830.02,540.16,0
senior designer ,2,FL,RENT,62000,Not Verified,15.33,NA,,NA,0,76,2005,1,23,17,151681,104187,0,0,NA,0,0,7,2,9,17,0,0,2,53600,15,10,4,0,100,0,0,debt_consolidation,individual,20575,36,7.96,644.37,A,A5,Mar-2018,Current,whole,Cash,19555.85,1297.84,1019.15,278.69,0
nurse,2,CT,RENT,55000,Source Verified,3.75,NA,,NA,1,17,2013,0,10,8,13692,10214,0,0,17,0,0,4,3,14,8,0,0,0,0,5,4,3,0,80,0,0,debt_consolidation,individual,5000,36,13.59,169.9,C,C2,Feb-2018,Current,whole,Cash,4539.14,675.82,460.86,214.96,0
finance,10,AZ,MORTGAGE,45000,Not Verified,17.49,NA,,NA,0,NA,2004,3,35,13,205174,27470,0,0,72,0,250,3,7,5,13,NA,0,7,37700,25,9,5,3,100,0,0,debt_consolidation,individual,10000,36,7.97,313.23,A,A5,Feb-2018,Current,whole,Cash,9002.87,1248.49,997.13,251.36,0
vp,1,CA,MORTGAGE,70000,Not Verified,16.48,NA,,NA,0,68,2002,2,25,16,85825,25617,0,1,68,0,0,1,10,2,16,0,0,6,58200,20,15,8,0,95.8,0,1,debt_consolidation,individual,4000,36,6.72,123,A,A3,Jan-2018,Current,whole,Cash,654.89,3382.6,3345.11,37.49,0
fulltime,10,MN,MORTGAGE,34000,Not Verified,22.84,NA,,NA,0,82,1983,0,20,8,36256,17375,0,1,82,0,0,3,3,15,8,0,0,2,7600,11,5,2,3,94.1,0,1,debt_consolidation,individual,7000,36,9.43,224.01,B,B1,Mar-2018,Current,whole,Cash,6489,668.36,511,157.36,0
owner,4,FL,MORTGAGE,57000,Not Verified,9.07,NA,,NA,0,NA,1985,2,14,8,24800,12690,0,0,NA,0,0,0,7,0,8,0,0,7,23300,8,8,8,0,100,0,0,debt_consolidation,individual,6500,36,17.09,232.04,D,D1,Feb-2018,Current,whole,Cash,5930.09,915.82,569.91,345.91,0
executive ceo assistant,10,TX,MORTGAGE,109000,Verified,16.89,NA,,NA,0,NA,1996,0,21,10,340409,32691,0,0,NA,0,0,1,0,16,9,NA,0,7,28000,11,7,5,2,100,0,0,debt_consolidation,individual,29975,36,15.05,1039.83,C,C4,Feb-2018,Fully Paid,fractional,Cash,0,30325.9078886909,29975,350.91,0
,NA,MA,RENT,20280,Verified,26.33,NA,,NA,0,NA,1998,1,14,7,20900,14122,0,0,NA,0,0,0,0,0,7,0,0,5,19400,12,7,5,1,100,0,0,credit_card,individual,6025,36,10.41,195.58,B,B3,Mar-2018,Current,whole,Cash,5737.13,387.68,287.87,99.81,0
business analysis,1,NC,OWN,165000,Not Verified,31.09,NA,,NA,0,NA,1992,2,34,16,667279,201020,0,0,NA,0,0,6,7,9,16,0,0,6,57600,10,8,7,2,100,0,0,debt_consolidation,individual,14000,60,9.92,296.91,B,B2,Mar-2018,Current,whole,Cash,13453.47,875.3,546.53,328.77,0
vice president,3,CA,MORTGAGE,350000,Verified,3.26,NA,,NA,0,NA,1998,4,9,6,48290,28042,0,1,NA,0,0,2,3,1,6,0,0,2,11500,6,4,2,0,100,0,1,small_business,individual,25000,36,6.72,768.74,A,A3,Jan-2018,Current,whole,Cash,21820.89,3820.37,3179.11,641.26,0
agent,10,CA,OWN,13000,Source Verified,19.85,NA,,NA,0,36,1997,2,20,7,10700,4961,0,0,66,0,0,0,1,5,7,0,0,3,7600,16,7,4,0,85,0,0,other,individual,8000,36,16.02,281.34,C,C5,Jan-2018,Current,whole,Cash,7103.69,1399.58,896.31,503.27,0
warehouse ,0,TN,MORTGAGE,37440,Source Verified,10.26,NA,,NA,0,NA,2008,0,8,4,101800,13569,0,0,NA,0,0,0,2,19,4,0,0,3,18800,3,3,3,2,100,0,0,credit_card,individual,11000,36,10.9,359.61,B,B4,Mar-2018,Current,whole,Cash,10213.82,1072.17,786.18,285.99,0
hr generalist,2,IN,MORTGAGE,55000,Source Verified,16.98,NA,,NA,0,33,1997,2,39,27,180995,54936,0,0,33,0,0,12,12,9,27,0,0,5,26900,15,14,6,2,76.3,0,0,debt_consolidation,individual,10000,36,6.71,307.45,A,A3,Feb-2018,Current,whole,Cash,9241.17,918.62,758.83,159.79,0
marketing ,1,FL,MORTGAGE,68000,Source Verified,10.68,NA,,NA,1,14,2006,1,12,8,165376,26005,0,0,NA,0,0,1,4,8,8,0,0,3,18500,9,6,5,2,83.3,0,0,debt_consolidation,individual,11000,36,7.96,344.5,A,A5,Feb-2018,Current,whole,Cash,9903.01,1373.14,1096.99,276.15,0
,NA,AZ,OWN,25400,Not Verified,11.29,NA,,NA,0,NA,1989,0,6,5,11100,7804,0,0,NA,0,0,0,0,NA,5,0,0,3,4800,5,5,5,0,100,0,0,credit_card,individual,8000,36,9.93,257.88,B,B2,Jan-2018,Current,whole,Cash,7025.61,1280.57,974.39,306.18,0
accounting ,9,AR,MORTGAGE,38000,Verified,32.69,NA,,NA,0,80,2008,3,19,14,175779,38836,0,0,NA,0,0,2,7,2,14,NA,0,6,10700,13,11,9,1,95,0,0,debt_consolidation,individual,8000,36,11.99,265.68,B,B5,Feb-2018,Current,whole,Cash,7245.8,1057.39,754.2,303.19,0
marketing manager,2,WA,MORTGAGE,150000,Verified,31.74,NA,,NA,0,63,2003,19,60,21,312635,260668,0,1,NA,0,0,5,7,1,21,0,0,5,48500,27,16,12,3,98.3,0,1,home_improvement,individual,24000,60,21.85,660.81,D,D5,Feb-2018,Current,whole,Cash,23080.01,2584.97,919.99,1664.98,0
surveyor/cadd tech,7,PA,MORTGAGE,55000,Source Verified,14.42,NA,,NA,0,NA,2009,0,20,14,197985,17296,0,0,NA,0,142,1,3,NA,14,0,0,7,22100,16,12,8,1,100,0,0,debt_consolidation,individual,18000,60,12.61,405.98,C,C1,Feb-2018,Current,whole,Cash,17342.65,1205.33,657.35,547.98,0
sales associate,6,FL,RENT,20562,Verified,12.49,NA,,NA,0,NA,2009,1,6,5,10547,4975,0,0,NA,0,0,1,2,4,5,0,0,1,1500,4,4,4,0,100,0,0,debt_consolidation,individual,12500,60,17.47,313.83,D,D1,Feb-2018,Current,whole,Cash,11960.97,1231.06,539.03,692.03,0
solutions manager,1,MI,OWN,87000,Not Verified,19.97,NA,,NA,0,67,2005,2,21,9,100933,45223,0,0,67,0,0,2,4,4,9,0,0,5,50200,13,7,7,1,71.4,0,0,credit_card,individual,15000,60,9.43,314.52,B,B1,Mar-2018,Current,whole,DirectPay,14405.42,927.84,594.58,333.26,0
advisor,10,RI,MORTGAGE,98000,Source Verified,17.67,NA,,NA,0,NA,2000,1,15,7,332710,43098,0,0,NA,0,0,2,2,9,7,0,0,1,32000,9,4,2,2,100,0,0,debt_consolidation,individual,35000,60,11.98,778.21,B,B5,Mar-2018,Current,whole,Cash,33700.73,2288.04,1299.27,988.77,0
service manager,10,LA,MORTGAGE,94000,Source Verified,3.47,NA,,NA,4,14,2003,9,49,20,141959,7489,0,0,15,0,0,0,9,0,20,0,0,6,16700,27,18,10,4,89.8,0,0,home_improvement,individual,11500,36,16.02,404.42,C,C5,Feb-2018,Current,fractional,Cash,10476.14,1607.44,1023.86,583.58,0
registered nurse,6,MI,RENT,55000,Not Verified,34.82,NA,,NA,0,NA,2006,0,24,18,78620,64065,0,0,NA,0,0,12,3,14,18,0,0,5,9900,10,6,6,0,100,0,0,credit_card,individual,9000,36,20,334.48,D,D4,Jan-2018,Current,fractional,Cash,8243.43,1327.92,756.57,571.35,0
system engneer,7,FL,MORTGAGE,92000,Source Verified,19.73,NA,,NA,0,75,2004,3,32,23,933372,64417,0,0,75,0,0,5,6,9,23,0,0,9,50700,20,16,12,3,92.9,0,0,credit_card,individual,15000,60,10.91,325.47,B,B4,Feb-2018,Current,whole,DirectPay,14233.24,1292.79,766.76,526.03,0
receiver,0,NY,OWN,20000,Source Verified,11.04,NA,,NA,0,NA,2014,0,7,6,7100,4038,0,0,NA,0,0,0,2,NA,6,0,0,1,1300,6,6,5,0,100,0,0,major_purchase,individual,1800,36,17.47,64.6,D,D1,Mar-2018,Current,whole,Cash,1683.13,190.31,116.87,73.44,0
solutions engineer,2,GA,MORTGAGE,68000,Verified,32.32,NA,,NA,0,NA,2003,0,12,7,85448,72536,0,0,NA,0,0,2,2,13,7,NA,0,4,29600,7,5,5,1,100,0,0,debt_consolidation,individual,20000,60,10.41,428.99,B,B3,Mar-2018,Current,whole,Cash,19226.86,1275.4,773.14,502.26,0
truck driver,10,NJ,MORTGAGE,36609,Verified,45.25,146087,,13.89,1,19,2006,2,12,7,133555,68930,0,0,NA,0,0,2,5,11,7,0,0,3,7200,5,4,4,1,91.7,0,0,credit_card,joint,6000,36,7.97,187.94,A,A5,Feb-2018,Current,whole,DirectPay,5401.71,746.45,598.29,148.16,0
csr,4,AR,MORTGAGE,26000,Verified,72.16,86000,Verified,24.21,0,NA,2009,1,28,19,246481,61861,0,0,NA,0,0,7,8,7,19,0,0,5,15000,12,11,10,1,82.1,0,0,debt_consolidation,joint,16000,60,16.01,389.18,C,C5,Mar-2018,Current,whole,Cash,15646.23,764.13,353.77,410.36,0
director,10,CA,RENT,125000,Source Verified,4.96,NA,,NA,0,37,1986,1,15,9,16300,12962,0,1,37,0,0,1,6,8,9,0,0,5,10800,10,7,6,0,92.3,0,1,debt_consolidation,individual,13800,60,17.09,343.64,D,D1,Feb-2018,Current,whole,Cash,13198.89,1361.46,601.11,760.35,0
vp customer operations,8,FL,MORTGAGE,90000,Not Verified,26.05,NA,,NA,0,32,1985,0,18,7,334941,49492,0,0,74,0,0,4,2,22,7,0,0,1,500,6,1,1,2,77.8,0,0,home_improvement,individual,12000,60,9.44,251.68,B,B1,Feb-2018,Current,whole,Cash,11363.42,990.99,636.58,354.41,0
cna ,1,MT,RENT,33477,Verified,35.68,NA,,NA,0,NA,2003,2,37,14,36320,17519,0,0,NA,0,0,2,7,4,14,0,0,5,7300,29,12,8,0,100,0,0,debt_consolidation,individual,5000,36,13.58,169.87,C,C2,Mar-2018,Current,whole,DirectPay,4656.28,505.84,343.72,162.12,0
sales representative,4,MA,RENT,45000,Not Verified,10.66,NA,,NA,0,NA,2012,1,14,10,55100,15471,0,0,NA,0,0,4,8,9,10,0,0,0,17800,6,6,1,0,100,0,0,debt_consolidation,individual,12000,36,6.72,369,A,A3,Jan-2018,Current,whole,Cash,5576.55,6638.72,6423.45,215.27,0
forman ,4,AK,RENT,90000,Source Verified,15.27,NA,,NA,0,NA,2004,0,11,5,80384,53209,0,0,NA,0,0,2,3,23,5,0,0,1,32500,4,3,2,0,100,0,0,debt_consolidation,individual,36000,36,6.71,1106.81,A,A3,Mar-2018,Current,whole,Cash,33268.25,3293.59,2731.75,561.84,0
maint,9,VT,MORTGAGE,81000,Verified,20.59,NA,,NA,1,9,2005,3,38,10,258906,62606,0,0,43,0,0,3,4,6,10,0,0,2,17100,23,5,3,3,89.5,0,0,debt_consolidation,individual,15000,60,18.45,384.59,D,D2,Mar-2018,Current,whole,Cash,14689.7,753.8,310.3,443.5,0
manager,10,NY,OWN,37840,Not Verified,26.86,NA,,NA,0,67,2007,6,13,8,64872,43862,0,0,NA,0,0,2,6,2,8,0,0,2,16600,9,6,3,0,92.3,0,0,credit_card,individual,10000,60,23.88,286.99,E,E2,Feb-2018,Fully Paid,whole,Cash,0,10660.97766433,10000,645.98,15
sales,1,TN,RENT,90000,Not Verified,11.63,NA,,NA,0,NA,2003,10,28,20,76354,24969,0,0,NA,0,378,2,17,4,20,0,0,3,25100,20,18,4,0,100,0,0,credit_card,individual,7000,36,15.05,242.83,C,C4,Feb-2018,Current,fractional,Cash,6368.07,997.66,631.93,365.73,0
aircraft maintenance control,3,TX,MORTGAGE,82756.8,Not Verified,26.98,NA,,NA,0,NA,1977,2,13,10,331575,80906,0,0,NA,0,0,1,2,3,10,0,0,5,60800,9,8,7,2,100,0,0,home_improvement,individual,6000,36,11.99,199.26,B,B5,Feb-2018,Current,whole,Cash,5434.35,799.04,565.65,233.39,0
manager,1,CA,RENT,47600,Not Verified,4.55,NA,,NA,0,NA,2013,4,11,8,41200,8191,0,0,NA,0,0,0,4,0,8,0,0,4,39200,9,8,4,0,100,0,0,debt_consolidation,individual,7500,36,6.71,230.59,A,A3,Mar-2018,Current,whole,Cash,7121.64,455.59,378.36,77.23,0
manager,10,IL,RENT,100000,Source Verified,29.22,NA,,NA,0,36,2005,2,41,13,117091,98224,0,0,36,0,91,4,5,9,13,0,0,4,17400,17,9,6,0,82.1,0,0,debt_consolidation,individual,20000,36,15.04,693.7,C,C4,Mar-2018,Current,fractional,Cash,18654.17,2064.39,1345.83,718.56,0
director,10,NJ,OWN,600000,Source Verified,5.26,NA,,NA,0,NA,1988,0,33,20,746363,201624,0,0,NA,0,0,4,6,18,20,0,0,5,100600,22,14,9,2,100,0,0,home_improvement,individual,15000,36,5.32,451.73,A,A1,Feb-2018,Current,fractional,Cash,13448.8,1802.49,1551.2,251.29,0
,NA,OH,MORTGAGE,81015,Verified,16.46,101578,Verified,14.18,0,NA,2005,7,29,21,297743,35183,0,0,NA,0,351,2,9,3,21,0,0,1,37000,20,17,5,3,100,0,0,home_improvement,joint,11200,36,7.34,347.57,A,A4,Mar-2018,Current,whole,Cash,10640.17,722.54,559.83,162.71,0
key holder,1,FL,RENT,45000,Not Verified,21.79,NA,,NA,0,NA,2010,3,16,10,73075,22283,0,0,NA,0,0,2,4,12,10,0,0,2,33500,11,8,3,0,100,0,0,credit_card,individual,10000,36,6.71,307.45,A,A3,Mar-2018,Current,whole,Cash,9241.17,914.89,758.83,156.06,0
detective,10,TX,MORTGAGE,100000,Source Verified,21.98,167000,Source Verified,15.91,0,55,1998,8,29,11,244307,72702,0,0,NA,0,0,6,6,0,11,0,0,2,16700,7,4,4,1,93.1,0,0,home_improvement,joint,12000,60,18.06,305.12,D,D2,Feb-2018,Current,whole,Cash,11490.56,1208.44,509.44,699,0
certified electrician ,7,CA,RENT,85000,Verified,6.14,115000,Not Verified,8.98,0,NA,2007,1,12,8,59888,28491,0,0,NA,0,0,1,3,7,8,0,0,1,30200,10,7,1,0,100,0,0,other,joint,7000,36,6.08,213.21,A,A2,Feb-2018,Fully Paid,whole,Cash,0,7127.534743481,7000,127.53,0
software engineer,3,MI,RENT,110000,Verified,21.14,NA,,NA,0,NA,2003,4,19,10,109368,83049,0,0,NA,0,0,3,8,6,10,NA,0,4,25000,7,7,7,0,100,0,0,credit_card,individual,35000,60,24.85,1024.23,E,E3,Feb-2018,Current,whole,Cash,33764.53,4048.6,1235.47,2813.13,0
retail store manager,10,NV,OWN,62000,Not Verified,29.71,NA,,NA,1,17,2014,0,12,9,97690,67294,0,0,NA,0,0,5,6,17,9,0,0,3,13500,5,4,4,0,91.7,0,0,credit_card,individual,4000,36,6.08,121.84,A,A2,Jan-2018,Current,whole,DirectPay,3486.96,606.5,513.04,93.46,0
,NA,NH,RENT,42000,Not Verified,14.6,NA,,NA,0,NA,2003,0,25,9,44700,24059,0,0,NA,0,101,0,1,14,9,0,0,5,20700,19,9,8,0,100,0,0,credit_card,individual,10000,36,13.58,339.74,C,C2,Mar-2018,Current,fractional,Cash,9312.56,1004.13,687.44,316.69,0
sr project manager,10,CA,RENT,158000,Not Verified,2.32,NA,,NA,0,43,2002,3,28,11,103662,10506,0,0,NA,0,0,0,6,0,11,0,0,3,61400,13,10,4,1,96.4,0,0,debt_consolidation,individual,14000,36,6.71,430.43,A,A3,Mar-2018,Current,whole,Cash,12937.64,1286.07,1062.36,223.71,0
sr compensation analyst,6,WI,MORTGAGE,97500,Source Verified,31.35,NA,,NA,0,41,2002,0,37,24,714755,172425,0,0,NA,0,0,10,4,15,24,0,0,4,79400,18,11,4,5,100,0,0,credit_card,individual,17575,36,5.31,529.19,A,A1,Mar-2018,Current,whole,DirectPay,16670.16,1053.2,904.84,148.36,0
,NA,KS,OWN,30000,Verified,2.08,90000,Verified,22.6,0,49,1990,1,8,3,6000,401,0,0,49,0,0,0,0,4,3,0,0,1,5000,7,3,2,0,87.5,0,0,debt_consolidation,joint,15000,60,18.06,381.4,D,D2,Jan-2018,Current,whole,Cash,14197.97,1891.95,802.03,1089.92,0
foreman ,10,GA,MORTGAGE,75000,Verified,10.27,NA,,NA,0,49,2004,4,22,12,181225,40833,0,0,97,0,0,2,10,2,12,0,0,3,24600,12,9,3,2,86.4,0,0,small_business,individual,28000,60,9.43,587.1,B,B1,Mar-2018,Current,whole,Cash,26890.12,1746.63,1109.88,636.75,0
director,10,TN,MORTGAGE,220000,Not Verified,11.4,NA,,NA,0,NA,1994,3,50,20,351511,65372,0,0,NA,0,0,1,7,8,20,0,0,4,39600,30,16,9,5,100,0,0,debt_consolidation,individual,40000,36,10.42,1298.59,B,B3,Feb-2018,Current,whole,Cash,36145.12,5229.09,3854.88,1374.21,0
deputy sheriff,6,FL,MORTGAGE,60000,Not Verified,30.92,100000,,22.47,0,NA,2011,0,19,11,240520,59362,0,0,NA,0,0,3,2,15,11,0,0,5,22800,10,7,5,1,94.7,0,0,debt_consolidation,joint,21000,60,10.42,450.55,B,B3,Mar-2018,Current,whole,DirectPay,20188.39,1339.49,811.61,527.88,0
assistant professor,7,NY,MORTGAGE,90000,Source Verified,13.13,NA,,NA,0,29,1995,0,33,17,331600,41521,0,0,NA,0,0,1,2,15,17,0,0,5,88400,21,15,8,5,93.8,0,0,debt_consolidation,individual,39200,36,5.31,1180.33,A,A1,Mar-2018,Current,whole,Cash,37181.8,2349.1,2018.2,330.9,0
veterinary technician ,10,OK,OWN,71000,Source Verified,15.21,127000,Source Verified,15.92,0,NA,2001,0,27,15,67685,32069,0,0,NA,0,0,1,5,NA,15,0,0,6,33800,18,14,9,1,100,0,0,credit_card,joint,19200,36,9.92,618.81,B,B2,Feb-2018,Current,whole,Cash,17808.29,1845.85,1391.71,454.14,0
assistant ,10,NV,RENT,45000,Not Verified,13.33,NA,,NA,0,NA,2012,0,14,13,36067,9942,0,0,NA,0,0,1,8,21,13,0,0,5,21200,13,12,9,0,100,0,0,major_purchase,individual,5000,36,10.42,162.33,B,B3,Jan-2018,Current,fractional,Cash,4188.63,1004.41,811.37,193.04,0
manager,6,IN,MORTGAGE,77000,Not Verified,7.84,NA,,NA,0,NA,1998,2,31,9,238075,12146,0,1,NA,0,0,2,3,4,9,0,0,2,14500,21,6,4,3,100,0,1,debt_consolidation,individual,22000,36,9.43,704.01,B,B1,Mar-2018,Current,whole,Cash,20394.07,2100.5,1605.93,494.57,0
program chair,5,AL,MORTGAGE,110000,Not Verified,31.88,NA,,NA,0,NA,1987,1,54,29,336293,143938,0,0,NA,0,0,9,10,5,29,0,0,5,29700,35,18,15,6,100,0,0,debt_consolidation,individual,7800,36,21.45,295.68,D,D5,Jan-2018,Current,fractional,Cash,6990.29,1469.1,809.71,659.39,0
operater ,3,CT,RENT,56000,Source Verified,21.52,NA,,NA,0,NA,1998,7,11,6,68921,49657,0,0,NA,0,0,2,4,8,6,0,0,3,30400,7,4,4,1,100,0,0,debt_consolidation,individual,4500,36,21.45,170.58,D,D5,Feb-2018,Current,fractional,Cash,4129.65,671.6,370.35,301.25,0
lead tradesman,10,TX,MORTGAGE,39000,Source Verified,10.98,NA,,NA,0,NA,2001,1,30,11,133138,26262,0,0,NA,0,0,6,4,9,11,0,0,1,10600,6,4,1,5,100,0,0,debt_consolidation,individual,3000,36,7.96,93.96,A,A5,Mar-2018,Current,whole,Cash,2851.39,185.27,148.61,36.66,0
senior closer,3,CA,RENT,94000,Not Verified,26.72,NA,,NA,0,NA,2000,2,40,23,190575,122434,0,0,NA,0,0,4,5,8,23,0,0,11,81400,22,18,15,0,100,0,0,debt_consolidation,individual,25000,60,12.62,563.98,C,C1,Jan-2018,Fully Paid,whole,Cash,0,25010.3369444444,25000,10.34,0
,NA,OH,MORTGAGE,40000,Verified,27.84,NA,,NA,0,NA,2004,3,21,13,74750,27532,0,0,NA,0,0,2,2,0,13,0,0,4,35700,16,11,5,1,95.2,0,0,home_improvement,individual,25000,60,17.47,627.65,D,D1,Mar-2018,Current,whole,Cash,24468.78,1206.77,531.22,675.55,0
warehouse associate ,10,RI,MORTGAGE,75000,Not Verified,16.5,NA,,NA,0,NA,2002,5,35,11,55439,23818,0,1,NA,0,0,2,7,0,11,0,0,1,14500,24,8,2,3,100,0,1,credit_card,individual,5000,36,9.92,161.15,B,B2,Feb-2018,Current,whole,Cash,4514.76,641.84,485.24,156.6,0
it,10,KY,MORTGAGE,70000,Source Verified,23.31,165000,Not Verified,22.3,0,NA,2005,2,19,10,345800,101467,0,0,NA,0,0,0,3,8,10,0,0,8,56800,14,9,9,3,100,0,0,credit_card,joint,20000,60,16.01,486.47,C,C5,Mar-2018,Current,whole,Cash,19332.26,1441.62,667.74,773.88,0
service tech,10,NJ,RENT,54000,Source Verified,28.16,71000,Source Verified,30.25,0,40,2004,1,27,21,80069,40398,0,0,43,0,0,3,5,7,21,0,0,5,11300,21,18,15,0,76.9,0,0,debt_consolidation,joint,35500,36,21.45,1345.69,D,D5,Feb-2018,Current,whole,Cash,32578.3,5551.98,2921.7,2630.28,0
,NA,GA,RENT,25000,Not Verified,22.52,NA,,NA,1,15,2005,0,14,11,46874,28670,0,0,NA,0,0,1,6,24,11,0,0,7,14400,12,10,9,0,92.9,0,0,debt_consolidation,individual,7500,36,9.92,241.73,B,B2,Mar-2018,Current,whole,Cash,6956.34,716.92,543.66,173.26,0
assembler,5,NY,RENT,50000,Not Verified,16.06,NA,,NA,0,51,2006,2,21,9,64556,36161,0,0,79,0,0,4,7,1,9,0,0,1,12500,5,5,1,0,81,0,0,credit_card,individual,2000,36,7.97,62.65,A,A5,Feb-2018,Current,whole,Cash,1800.56,248.83,199.44,49.39,0
